Lenovo Ideapad L340 Core i5 9th Gen - (8 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA G...,60990,898 Ratings & 134 Reviews,4.4
Apple MacBook Pro Core i5 8th Gen - (8 GB/128 GB SSD/Mac OS Mojave) MUHN2HN/A,104990,124 Ratings & 19 Reviews,4.7
Lenovo Ideapad S145 APU Dual Core A6 A6-9225 - (4 GB/1 TB HDD/Windows 10 Home) S145-15AST Laptop,27190,152 Ratings & 13 Reviews,4
Asus VivoBook 15 Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) X509JA-BQ841TS Laptop,40880,278 Ratings & 41 Reviews,4.3
HP 14s Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) 14s- DR1009TU Thin and Light Laptop,57458,309 Ratings & 49 Reviews,4.4
Lenovo Ideapad S145 Core i3 7th Gen - (4 GB/1 TB HDD/Windows 10 Home) S145-15IKB Thin and Light Laptop,33990,22 Ratings & 2 Reviews,3.8
Dell Inspiron Core i3 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) Inspiron 3593 Laptop,41399,415 Ratings & 46 Reviews,4.2
MSI GF75 Thin Core i7 9th Gen - (16 GB/1 TB HDD/256 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforc...,79990,610 Ratings & 96 Reviews,4.4
Lenovo Ideapad S145 Core i5 10th Gen - (8 GB/1 TB HDD/Windows 10 Home) 81W8 idea pad S145 -15IIL U Lap...,44990,1528 Ratings & 181 Reviews,4
HP 14s Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14s-cs0001TU Thin and Light Laptop,35990,179 Ratings & 29 Reviews,4.3
Avita Liber Core i5 10th Gen - (8 GB/256 GB SSD/Windows 10 Home) NS14A8INF541-FL Thin and Light Laptop,52990,615 Ratings & 102 Reviews,4.3
Dell Inspiron Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Inspiron 5300 Thin and Light Laptop,73990,9 Ratings & 2 Reviews,4.8
Dell XPS Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) XPS 9300 Thin and Light Laptop,142567,,
Lenovo Yoga Slim 7 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) 14IIL05 Thin and...,73990,7 Ratings & 0 Reviews,4.6
MSI Prestige 15 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics) Prestige 15 A10SC-...,102990,68 Ratings & 14 Reviews,4.5
Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/1 TB SSD/Mac OS Catalina) MWP82HN/A,194900,14 Ratings & 0 Reviews,5
Dell Inspiron 5000 Core i5 10th Gen - (8 GB/1 TB HDD/512 GB SSD/Windows 10 Home/2 GB Graphics) 5593 La...,68990,5 Ratings & 2 Reviews,3.6
HP Pavilion x360 Core i5 8th Gen - (8 GB/1 TB HDD/Windows 10 Home) 14-dh0150TU 2 in 1 Laptop,61990,218 Ratings & 27 Reviews,4.4
Asus ROG Strix G15 Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GT...,84990,121 Ratings & 16 Reviews,4.6
Asus ROG Strix G15 (2020) Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Ge...,88990,259 Ratings & 37 Reviews,4.5
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 14Z990 Thin and Light Laptop,59990,6 Ratings & 0 Reviews,3.7
Acer Swift 3 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) SF314-57/SF314-57G Thi...,64990,65 Ratings & 12 Reviews,4.5
LG Gram Core i5 8th Gen - (8 GB/256 GB SSD/Windows 10 Home) Gram 15Z990 Thin and Light Laptop,69990,,
Asus VivoBook 15 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) X509JA-BQ844T Laptop,52990,378 Ratings & 60 Reviews,4.3
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2...,245990,,
Asus Celeron Dual Core - (4 GB/1 TB HDD/Windows 10 Home) X540NA-GQ285T Laptop,24989,41 Ratings & 4 Reviews,4
Avita Pura Core i3 8th Gen - (4 GB/256 GB SSD/Windows 10 Home in S Mode) NS14A6INT441-MEGYB Thin and L...,28990,214 Ratings & 30 Reviews,4.2
Lenovo ThinkPad E14 Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) E14 Thin and Light Laptop,32990,381 Ratings & 78 Reviews,4.1
HP 15 Ryzen 7 Octa Core 4800H - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX 2060)...,124990,,
Apple MacBook Pro with Touch Bar Core i5 10th Gen - (16 GB/512 GB SSD/Mac OS Catalina) MWP72HN/A,174900,21 Ratings & 5 Reviews,4.3
Lenovo Legion 7i Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2...,193990,5 Ratings & 2 Reviews,4.2
Dell G3 Core i7 10th Gen - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce GTX 1660 Ti/...,103790,19 Ratings & 6 Reviews,3.9
Asus Core i5 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) X412FA-EK296T Thin and Light Laptop,58990,,
Dell G7 Core i9 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/8 GB Graphics/NVIDIA Geforce RTX 2070/300 H...,207990,,
HP 14s Core i3 10th Gen - (4 GB/1 TB HDD/Windows 10 Home) 14s-cf3006TU Thin and Light Laptop,38990,471 Ratings & 60 Reviews,4
Dell Latitude 3500 Core i3 8th Gen - (4 GB/1 TB HDD/Linux) Latitude 3500 Laptop,32990,35 Ratings & 3 Reviews,4.1
MSI Modern 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) Modern 14 B10MW-220IN Thin and Ligh...,52990,430 Ratings & 92 Reviews,4.5
Apple MacBook Pro Core i9 8th Gen - (16 GB/512 GB SSD/Mac OS Mojave/4 GB Graphics) MV932HN,209990,16 Ratings & 0 Reviews,4.2
HP Chromebook x360 Core i3 10th Gen - (4 GB/64 GB EMMC Storage/Chrome OS) 14c-ca0004TU 2 in 1 Laptop,44990,6 Ratings & 2 Reviews,3.8
MSI GF63 Thin Core i5 9th Gen - (8 GB/512 GB SSD/Windows 10 Home/4 GB Graphics/NVIDIA Geforce GTX 1650...,57990,1392 Ratings & 216 Reviews,4.5
Alienware Core i7 10th Gen - (16 GB/1 TB SSD/Windows 10 Home/6 GB Graphics/NVIDIA Geforce RTX 2060/300...,214790,,
Lenovo Ideapad 3 Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15ADA05 Laptop,36990,6 Ratings & 1 Reviews,3.8
Lenovo Ideapad Flex 5 Core i3 10th Gen - (4 GB/256 GB SSD/Windows 10 Home) 14IIL05 2 in 1 Laptop,47980,200 Ratings & 13 Reviews,4.3
LG Gram Core i7 8th Gen - (8 GB/512 GB SSD/Windows 10 Home) Gram 17Z990 Thin and Light Laptop,84990,4 Ratings & 2 Reviews,4.8
Dell Inspiron Core i7 10th Gen - (8 GB/512 GB SSD/Windows 10 Home/2 GB Graphics) Inspiron 5501 Thin an...,86550,31 Ratings & 6 Reviews,4.6
HP 15s Ryzen 3 Dual Core 3250U - (4 GB/1 TB HDD/Windows 10 Home) 15s-GR0007AU Thin and Light Laptop,31990,242 Ratings & 44 Reviews,4.2
Mi Notebook 14 Core i5 10th Gen - (8 GB/512 GB SSD/Windows 10 Home) JYU4243IN Thin and Light Laptop,46999,844 Ratings & 103 Reviews,4.3
Asus ROG Zephyrus G Ryzen 7 Quad Core 3750H - (16 GB/512 GB SSD/Windows 10 Home/6 GB Graphics/NVIDIA G...,74990,187 Ratings & 32 Reviews,4.4
Avita Liber V14 Ryzen 5 Quad Core 3500U - (8 GB/512 GB SSD/Windows 10 Home) NS14A8INV562-UGA Thin and ...,38990,107 Ratings & 25 Reviews,4.2
